encabezado_evt_hist
ciclo,nodo,evento,desde,probabilidad,patch_lv,infectados_total,intencion,escenario
81,S2PC11,Aislamiento_Contencion,Global,0.0,7,28,isolated,E1 - Real 2017
81,S2PC12,Aislamiento_Contencion,Global,0.0,15,28,isolated,E1 - Real 2017
81,S2PC33,Aislamiento_Contencion,Global,0.0,12,28,isolated,E1 - Real 2017
81,S2PC14,Aislamiento_Contencion,Global,0.0,15,28,isolated,E1 - Real 2017
81,S2PC35,Aislamiento_Contencion,Global,0.0,7,28,isolated,E1 - Real 2017
81,S2PC36,Aislamiento_Contencion,Global,0.0,15,28,isolated,E1 - Real 2017
32,S2PC6,Infeccion_Exitosa,S2PC5,0.35,10,15,spread,E1 - Real 2017
33,S2PC4,Infeccion_Exitosa,S2PC3,0.35,10,13,spread,E1 - Real 2017
34,S1PC7,Infeccion_Exitosa,S1PC6,0.35,8,14,spread,E1 - Real 2017
36,S1PC8,Infeccion_Exitosa,S1PC7,0.35,6,15,spread,E1 - Real 2017
37,S2PC5,Infeccion_Exitosa,S2PC4,0.35,7,16,spread,E1 - Real 2017
38,S2PC7,Infeccion_Exitosa,S2PC6,0.35,6,16,spread,E1 - Real 2017
39,S2PC6,Infeccion_Exitosa,S2PC5,0.35,11,17,spread,E1 - Real 2017
40,S2PC7,Infeccion_Exitosa,S2PC6,0.35,5,18,spread,E1 - Real 2017
41,S1PC9,Infeccion_Exitosa,S1PC8,0.35,11,19,spread,E1 - Real 2017
42,S1PC10,Infeccion_Exitosa,S1PC9,0.35,12,20,spread,E1 - Real 2017
42,S1PC11,Infeccion_Exitosa,S1PC10,0.35,7,21,spread,E1 - Real 2017
42,S1PC12,Infeccion_Exitosa,S1PC11,0.35,8,22,spread,E1 - Real 2017
42,S1PC13,Infeccion_Exitosa,S1PC12,0.35,11,23,spread,E1 - Real 2017
44,S1PC7,Infeccion_Exitosa,S1PC6,0.35,12,17,spread,E1 - Real 2017
47,S1PC14,Infeccion_Exitosa,S1PC13,0.35,11,24,spread,E1 - Real 2017
47,S2PC8,Infeccion_Exitosa,S2PC7,0.35,12,25,spread,E1 - Real 2017
48,S1PC15,Infeccion_Exitosa,S1PC14,0.35,10,26,spread,E1 - Real 2017
48,S2PC8,Infeccion_Exitosa,S2PC7,0.35,10,18,spread,E1 - Real 2017
0,fw1,PARCHEO,-,-,15,1,patch,E1 - Real 2017
0,fw1,PARCHEO,-,-,20,1,patch,E1 - Real 2017
0,fw1,PARCHEO,-,-,16,1,patch,E1 - Real 2017
0,fw1,PARCHEO,-,-,23,1,patch,E1 - Real 2017
0,fw1,Infeccion_Exitosa,internet,0.2814,16,2,spread,E1 - Real 2017
1,fw1,PARCHEO,-,-,33,1,patch,E1 - Real 2017
1,fw1,PARCHEO,-,-,30,1,patch,E1 - Real 2017
1,fw1,PARCHEO,-,-,25,1,patch,E1 - Real 2017
1,sw1,PARCHEO,-,-,19,2,patch,E1 - Real 2017
1,fw1,Infeccion_Exitosa,internet,0.252,30,2,spread,E1 - Real 2017
1,fw1,Infeccion_Exitosa,internet,0.2625,25,2,spread,E1 - Real 2017
2,fw1,PARCHEO,-,-,43,1,patch,E1 - Real 2017
2,sw1,PARCHEO,-,-,29,2,patch,E1 - Real 2017
2,sw1,PARCHEO,-,-,19,2,patch,E1 - Real 2017
2,sw1,PARCHEO,-,-,25,2,patch,E1 - Real 2017
3,sw1,PARCHEO,-,-,35,2,patch,E1 - Real 2017
3,fw1,PARCHEO,-,-,53,1,patch,E1 - Real 2017
3,sw1,PARCHEO,-,-,39,2,patch,E1 - Real 2017
3,sw1,PARCHEO,-,-,29,2,patch,E1 - Real 2017
4,sw1,PARCHEO,-,-,49,2,patch,E1 - Real 2017
4,sw1,PARCHEO,-,-,39,2,patch,E1 - Real 2017
4,sw1,PARCHEO,-,-,45,2,patch,E1 - Real 2017
4,sw1,Infeccion_Exitosa,fw1,0.23566666666666666,49,3,spread,E1 - Real 2017
5,sw1,PARCHEO,-,-,55,2,patch,E1 - Real 2017
5,sw1,PARCHEO,-,-,49,2,patch,E1 - Real 2017
6,fw1,Infeccion_Exitosa,internet,0.20370000000000002,53,2,spread,E1 - Real 2017
6,S2PC1,Infeccion_Exitosa,sw1,0.35,12,4,spread,E1 - Real 2017
6,sw1,PARCHEO,-,-,59,2,patch,E1 - Real 2017
7,sw1,PARCHEO,-,-,20,2,patch,E1 - Real 2017
7,S2PC2,Infeccion_Exitosa,S2PC1,0.35,9,5,spread,E1 - Real 2017
8,sw1,PARCHEO,-,-,30,2,patch,E1 - Real 2017
9,sw1,PARCHEO,-,-,40,2,patch,E1 - Real 2017
10,sw1,PARCHEO,-,-,50,2,patch,E1 - Real 2017
10,sw1,Infeccion_Exitosa,fw1,0.22166666666666665,55,3,spread,E1 - Real 2017
11,sw1,Infeccion_Exitosa,fw1,0.23333333333333334,50,3,spread,E1 - Real 2017
11,S2PC3,Infeccion_Exitosa,S2PC2,0.35,14,6,spread,E1 - Real 2017
12,S1PC1,Infeccion_Exitosa,sw1,0.35,11,4,spread,E1 - Real 2017
13,S2PC4,Infeccion_Exitosa,S2PC3,0.35,12,7,spread,E1 - Real 2017
14,S1PC2,Infeccion_Exitosa,S1PC1,0.35,6,5,spread,E1 - Real 2017
14,S2PC5,Infeccion_Exitosa,S2PC4,0.35,7,8,spread,E1 - Real 2017
15,S2PC6,Infeccion_Exitosa,S2PC5,0.35,5,9,spread,E1 - Real 2017
16,sw1,Infeccion_Exitosa,fw1,0.21233333333333332,59,3,spread,E1 - Real 2017
17,S2PC1,Infeccion_Exitosa,sw1,0.35,14,6,spread,E1 - Real 2017
17,S2PC7,Infeccion_Exitosa,S2PC6,0.35,14,10,spread,E1 - Real 2017
19,S1PC1,Infeccion_Exitosa,sw1,0.35,12,4,spread,E1 - Real 2017
21,S1PC2,Infeccion_Exitosa,S1PC1,0.35,8,5,spread,E1 - Real 2017
22,S1PC1,Aislamiento_Contencion,Global,0.0,12,5,isolated,E1 - Real 2017
22,S2PC1,Infeccion_Exitosa,sw1,0.35,5,4,spread,E1 - Real 2017
22,S1PC2,Aislamiento_Contencion,Global,0.0,8,5,isolated,E1 - Real 2017
22,sw1,Aislamiento_Contencion,Global,0.0,50,5,isolated,E1 - Real 2017
22,fw1,Aislamiento_Contencion,Global,0.0,53,5,isolated,E1 - Real 2017
23,S1PC1,Infeccion_Exitosa,sw1,0.35,8,11,spread,E1 - Real 2017
23,S2PC8,Infeccion_Exitosa,S2PC7,0.35,6,12,spread,E1 - Real 2017
24,S1PC1,Infeccion_Exitosa,sw1,0.35,11,5,spread,E1 - Real 2017
25,sw1,AISLADO,-,-,55,6,isolated,E1 - Real 2017
25,S1PC2,Infeccion_Exitosa,S1PC1,0.35,12,6,spread,E1 - Real 2017
26,S2PC2,Infeccion_Exitosa,S2PC1,0.35,7,7,spread,E1 - Real 2017
26,S2PC3,Infeccion_Exitosa,S2PC2,0.35,11,8,spread,E1 - Real 2017
27,S1PC3,Infeccion_Exitosa,S1PC2,0.35,5,7,spread,E1 - Real 2017
28,S2PC9,Infeccion_Exitosa,S2PC8,0.35,9,13,spread,E1 - Real 2017
28,S2PC30,Infeccion_Exitosa,S2PC9,0.35,13,14,spread,E1 - Real 2017
29,S2PC11,Infeccion_Exitosa,S2PC30,0.35,12,15,spread,E1 - Real 2017
29,S1PC4,Infeccion_Exitosa,S1PC3,0.35,5,8,spread,E1 - Real 2017
31,S1PC2,Infeccion_Exitosa,S1PC1,0.35,10,16,spread,E1 - Real 2017
33,S2PC2,Infeccion_Exitosa,S2PC1,0.35,12,9,spread,E1 - Real 2017
37,S2PC4,Infeccion_Exitosa,S2PC3,0.35,10,9,spread,E1 - Real 2017
34,S2PC3,Infeccion_Exitosa,S2PC2,0.35,15,10,spread,E1 - Real 2017
34,S1PC3,Infeccion_Exitosa,S1PC2,0.35,7,17,spread,E1 - Real 2017
39,S2PC5,Infeccion_Exitosa,S2PC4,0.35,8,10,spread,E1 - Real 2017
36,S1PC5,Infeccion_Exitosa,S1PC4,0.35,5,11,spread,E1 - Real 2017
38,S2PC4,Infeccion_Exitosa,S2PC3,0.35,5,12,spread,E1 - Real 2017
38,sw1,AISLADO,-,-,49,17,isolated,E1 - Real 2017
39,sw1,AISLADO,-,-,59,12,isolated,E1 - Real 2017
39,S1PC4,Infeccion_Exitosa,S1PC3,0.35,7,18,spread,E1 - Real 2017
39,S2PC12,Infeccion_Exitosa,S2PC11,0.35,6,19,spread,E1 - Real 2017
39,S2PC33,Infeccion_Exitosa,S2PC12,0.35,11,20,spread,E1 - Real 2017
41,S1PC5,Infeccion_Exitosa,S1PC4,0.35,10,21,spread,E1 - Real 2017
42,S1PC6,Infeccion_Exitosa,S1PC5,0.35,15,13,spread,E1 - Real 2017
42,S1PC1,Aislamiento_Contencion,Global,0.0,8,21,isolated,E1 - Real 2017
42,S1PC2,Aislamiento_Contencion,Global,0.0,10,21,isolated,E1 - Real 2017
42,S1PC3,Aislamiento_Contencion,Global,0.0,7,21,isolated,E1 - Real 2017
42,S1PC4,Aislamiento_Contencion,Global,0.0,7,21,isolated,E1 - Real 2017
42,S1PC5,Aislamiento_Contencion,Global,0.0,10,21,isolated,E1 - Real 2017
42,sw1,Aislamiento_Contencion,Global,0.0,49,21,isolated,E1 - Real 2017
42,fw1,Aislamiento_Contencion,Global,0.0,16,21,isolated,E1 - Real 2017
42,S2PC1,Aislamiento_Contencion,Global,0.0,12,21,isolated,E1 - Real 2017
42,S2PC2,Aislamiento_Contencion,Global,0.0,9,21,isolated,E1 - Real 2017
42,S2PC3,Aislamiento_Contencion,Global,0.0,14,21,isolated,E1 - Real 2017
42,S2PC4,Aislamiento_Contencion,Global,0.0,12,21,isolated,E1 - Real 2017
42,S2PC5,Aislamiento_Contencion,Global,0.0,7,21,isolated,E1 - Real 2017
42,S2PC6,Aislamiento_Contencion,Global,0.0,5,21,isolated,E1 - Real 2017
42,S2PC7,Aislamiento_Contencion,Global,0.0,14,21,isolated,E1 - Real 2017
42,S2PC8,Aislamiento_Contencion,Global,0.0,6,21,isolated,E1 - Real 2017
42,S2PC9,Aislamiento_Contencion,Global,0.0,9,21,isolated,E1 - Real 2017
42,S2PC30,Aislamiento_Contencion,Global,0.0,13,21,isolated,E1 - Real 2017
42,S2PC11,Aislamiento_Contencion,Global,0.0,12,21,isolated,E1 - Real 2017
42,S2PC12,Aislamiento_Contencion,Global,0.0,6,21,isolated,E1 - Real 2017
42,S2PC33,Aislamiento_Contencion,Global,0.0,11,21,isolated,E1 - Real 2017
52,S2PC6,Infeccion_Exitosa,S2PC5,0.35,5,11,spread,E1 - Real 2017
52,S2PC7,Infeccion_Exitosa,S2PC6,0.35,7,12,spread,E1 - Real 2017
44,S1PC7,Infeccion_Exitosa,S1PC6,0.35,11,14,spread,E1 - Real 2017
54,S2PC8,Infeccion_Exitosa,S2PC7,0.35,6,13,spread,E1 - Real 2017
47,S1PC8,Infeccion_Exitosa,S1PC7,0.35,5,15,spread,E1 - Real 2017
47,S1PC9,Infeccion_Exitosa,S1PC8,0.35,13,16,spread,E1 - Real 2017
47,S1PC10,Infeccion_Exitosa,S1PC9,0.35,14,17,spread,E1 - Real 2017
57,S1PC3,Infeccion_Exitosa,S1PC2,0.35,8,14,spread,E1 - Real 2017
57,S2PC9,Infeccion_Exitosa,S2PC8,0.35,13,15,spread,E1 - Real 2017
49,S2PC5,Infeccion_Exitosa,S2PC4,0.35,12,18,spread,E1 - Real 2017
0,fw1,PARCHEO,-,-,18,1,patch,E1 - Real 2017
0,fw1,PARCHEO,-,-,21,1,patch,E1 - Real 2017
0,fw1,PARCHEO,-,-,24,1,patch,E1 - Real 2017
0,fw1,PARCHEO,-,-,20,1,patch,E1 - Real 2017
0,fw1,Infeccion_Exitosa,internet,0.2646,24,2,spread,E1 - Real 2017
50,S1PC11,Infeccion_Exitosa,S1PC10,0.35,7,19,spread,E1 - Real 2017
1,fw1,PARCHEO,-,-,28,1,patch,E1 - Real 2017
1,fw1,PARCHEO,-,-,31,1,patch,E1 - Real 2017
1,fw1,PARCHEO,-,-,30,1,patch,E1 - Real 2017
1,sw1,PARCHEO,-,-,17,2,patch,E1 - Real 2017
60,S1PC4,Infeccion_Exitosa,S1PC3,0.35,13,16,spread,E1 - Real 2017
60,S1PC5,Infeccion_Exitosa,S1PC4,0.35,11,17,spread,E1 - Real 2017
2,sw1,PARCHEO,-,-,27,2,patch,E1 - Real 2017
2,fw1,PARCHEO,-,-,38,1,patch,E1 - Real 2017
2,fw1,PARCHEO,-,-,40,1,patch,E1 - Real 2017
2,fw1,PARCHEO,-,-,41,1,patch,E1 - Real 2017
3,fw1,PARCHEO,-,-,51,1,patch,E1 - Real 2017
3,fw1,PARCHEO,-,-,50,1,patch,E1 - Real 2017
3,fw1,PARCHEO,-,-,48,1,patch,E1 - Real 2017
3,sw1,PARCHEO,-,-,37,2,patch,E1 - Real 2017
3,fw1,Infeccion_Exitosa,internet,0.21000000000000002,50,2,spread,E1 - Real 2017
62,S1PC6,Infeccion_Exitosa,S1PC5,0.35,12,18,spread,E1 - Real 2017
4,fw1,PARCHEO,-,-,58,1,patch,E1 - Real 2017
4,sw1,PARCHEO,-,-,47,2,patch,E1 - Real 2017
4,sw1,PARCHEO,-,-,17,2,patch,E1 - Real 2017
54,S2PC6,Infeccion_Exitosa,S2PC5,0.35,15,20,spread,E1 - Real 2017
5,fw1,Infeccion_Exitosa,internet,0.20789999999999997,51,2,spread,E1 - Real 2017
5,sw1,PARCHEO,-,-,57,2,patch,E1 - Real 2017
5,sw1,PARCHEO,-,-,27,2,patch,E1 - Real 2017
64,S2PC30,Infeccion_Exitosa,S2PC9,0.35,12,19,spread,E1 - Real 2017
6,sw1,PARCHEO,-,-,15,2,patch,E1 - Real 2017
6,sw1,PARCHEO,-,-,37,2,patch,E1 - Real 2017
56,S1PC12,Infeccion_Exitosa,S1PC11,0.35,13,21,spread,E1 - Real 2017
56,S2PC7,Infeccion_Exitosa,S2PC6,0.35,13,22,spread,E1 - Real 2017
7,sw1,PARCHEO,-,-,25,2,patch,E1 - Real 2017
7,sw1,PARCHEO,-,-,47,2,patch,E1 - Real 2017
66,S2PC11,Infeccion_Exitosa,S2PC30,0.35,10,20,spread,E1 - Real 2017
8,sw1,PARCHEO,-,-,57,2,patch,E1 - Real 2017
8,sw1,PARCHEO,-,-,35,2,patch,E1 - Real 2017
9,sw1,PARCHEO,-,-,45,2,patch,E1 - Real 2017
9,sw1,Infeccion_Exitosa,fw1,0.24499999999999997,45,3,spread,E1 - Real 2017
59,S1PC13,Infeccion_Exitosa,S1PC12,0.35,5,23,spread,E1 - Real 2017
59,S1PC14,Infeccion_Exitosa,S1PC13,0.35,7,24,spread,E1 - Real 2017
60,S1PC15,Infeccion_Exitosa,S1PC14,0.35,10,25,spread,E1 - Real 2017
12,S2PC1,Infeccion_Exitosa,sw1,0.35,7,4,spread,E1 - Real 2017
71,S1PC7,Infeccion_Exitosa,S1PC6,0.35,14,21,spread,E1 - Real 2017
71,S1PC8,Infeccion_Exitosa,S1PC7,0.35,15,22,spread,E1 - Real 2017
13,S2PC2,Infeccion_Exitosa,S2PC1,0.35,13,5,spread,E1 - Real 2017
13,S2PC3,Infeccion_Exitosa,S2PC2,0.35,14,6,spread,E1 - Real 2017
14,fw1,Infeccion_Exitosa,internet,0.19319999999999998,58,2,spread,E1 - Real 2017
14,sw1,Infeccion_Exitosa,fw1,0.217,57,3,spread,E1 - Real 2017
14,S2PC4,Infeccion_Exitosa,S2PC3,0.35,11,7,spread,E1 - Real 2017
73,S1PC9,Infeccion_Exitosa,S1PC8,0.35,8,23,spread,E1 - Real 2017
15,S1PC1,Infeccion_Exitosa,sw1,0.35,10,4,spread,E1 - Real 2017
15,sw1,PARCHEO,-,-,16,2,patch,E1 - Real 2017
65,S2PC8,Infeccion_Exitosa,S2PC7,0.35,12,26,spread,E1 - Real 2017
16,sw1,PARCHEO,-,-,26,2,patch,E1 - Real 2017
16,S1PC2,Infeccion_Exitosa,S1PC1,0.35,5,5,spread,E1 - Real 2017
75,S1PC10,Infeccion_Exitosa,S1PC9,0.35,11,24,spread,E1 - Real 2017
75,S1PC11,Infeccion_Exitosa,S1PC10,0.35,15,25,spread,E1 - Real 2017
17,sw1,PARCHEO,-,-,36,2,patch,E1 - Real 2017
67,S1PC16,Infeccion_Exitosa,S1PC15,0.35,5,27,spread,E1 - Real 2017
18,sw1,PARCHEO,-,-,46,2,patch,E1 - Real 2017
18,S2PC1,Infeccion_Exitosa,sw1,0.35,11,6,spread,E1 - Real 2017
77,S1PC12,Infeccion_Exitosa,S1PC11,0.35,7,26,spread,E1 - Real 2017
68,S1PC17,Infeccion_Exitosa,S1PC16,0.35,12,28,spread,E1 - Real 2017
19,sw1,PARCHEO,-,-,56,2,patch,E1 - Real 2017
19,S2PC5,Infeccion_Exitosa,S2PC4,0.35,10,8,spread,E1 - Real 2017
20,sw1,Infeccion_Exitosa,fw1,0.21933333333333332,56,3,spread,E1 - Real 2017
20,S2PC2,Infeccion_Exitosa,S2PC1,0.35,12,7,spread,E1 - Real 2017
71,S2PC9,Infeccion_Exitosa,S2PC8,0.35,9,29,spread,E1 - Real 2017
24,S1PC1,Infeccion_Exitosa,sw1,0.35,10,9,spread,E1 - Real 2017
24,S2PC6,Infeccion_Exitosa,S2PC5,0.35,11,10,spread,E1 - Real 2017
25,S1PC2,Infeccion_Exitosa,S1PC1,0.35,6,11,spread,E1 - Real 2017
25,S2PC1,Infeccion_Exitosa,sw1,0.35,7,4,spread,E1 - Real 2017
25,sw1,Infeccion_Exitosa,fw1,0.217,57,3,spread,E1 - Real 2017
25,sw1,AISLADO,-,-,45,11,isolated,E1 - Real 2017
26,S2PC1,Infeccion_Exitosa,sw1,0.35,12,4,spread,E1 - Real 2017
76,S1PC18,Infeccion_Exitosa,S1PC17,0.35,13,30,spread,E1 - Real 2017
76,S1PC19,Infeccion_Exitosa,S1PC18,0.35,11,31,spread,E1 - Real 2017
76,S1PC20,Infeccion_Exitosa,S1PC19,0.35,6,32,spread,E1 - Real 2017
27,sw1,AISLADO,-,-,57,7,isolated,E1 - Real 2017
27,S2PC7,Infeccion_Exitosa,S2PC6,0.35,7,12,spread,E1 - Real 2017
77,-,ALERTA_CRITICA,-,-,-,32,-,E1 - Real 2017
77,S1PC1,AISLADO_EMERGENCIA,-,-,11,32,isolated,E1 - Real 2017
77,S1PC2,AISLADO_EMERGENCIA,-,-,12,32,isolated,E1 - Real 2017
77,S1PC3,AISLADO_EMERGENCIA,-,-,5,32,isolated,E1 - Real 2017
77,S1PC4,AISLADO_EMERGENCIA,-,-,5,32,isolated,E1 - Real 2017
77,S1PC5,AISLADO_EMERGENCIA,-,-,5,32,isolated,E1 - Real 2017
77,S1PC6,AISLADO_EMERGENCIA,-,-,15,32,isolated,E1 - Real 2017
77,S1PC7,AISLADO_EMERGENCIA,-,-,11,32,isolated,E1 - Real 2017
77,S1PC8,AISLADO_EMERGENCIA,-,-,5,32,isolated,E1 - Real 2017
77,S1PC9,AISLADO_EMERGENCIA,-,-,13,32,isolated,E1 - Real 2017
77,S1PC10,AISLADO_EMERGENCIA,-,-,14,32,isolated,E1 - Real 2017
77,S1PC11,AISLADO_EMERGENCIA,-,-,7,32,isolated,E1 - Real 2017
77,S1PC12,AISLADO_EMERGENCIA,-,-,13,32,isolated,E1 - Real 2017
77,S1PC13,AISLADO_EMERGENCIA,-,-,5,32,isolated,E1 - Real 2017
77,S1PC14,AISLADO_EMERGENCIA,-,-,7,32,isolated,E1 - Real 2017
77,S1PC15,AISLADO_EMERGENCIA,-,-,10,32,isolated,E1 - Real 2017
77,S1PC16,AISLADO_EMERGENCIA,-,-,5,32,isolated,E1 - Real 2017
77,S1PC17,AISLADO_EMERGENCIA,-,-,12,32,isolated,E1 - Real 2017
77,sw1,AISLADO_EMERGENCIA,-,-,59,32,isolated,E1 - Real 2017
77,fw1,AISLADO_EMERGENCIA,-,-,30,32,isolated,E1 - Real 2017
77,S1PC18,AISLADO_EMERGENCIA,-,-,13,32,isolated,E1 - Real 2017
77,S1PC19,AISLADO_EMERGENCIA,-,-,11,32,isolated,E1 - Real 2017
77,S1PC20,AISLADO_EMERGENCIA,-,-,6,32,isolated,E1 - Real 2017
77,S2PC1,AISLADO_EMERGENCIA,-,-,5,32,isolated,E1 - Real 2017
77,S2PC2,AISLADO_EMERGENCIA,-,-,12,32,isolated,E1 - Real 2017
77,S2PC3,AISLADO_EMERGENCIA,-,-,15,32,isolated,E1 - Real 2017
77,S2PC4,AISLADO_EMERGENCIA,-,-,5,32,isolated,E1 - Real 2017
77,S2PC5,AISLADO_EMERGENCIA,-,-,12,32,isolated,E1 - Real 2017
77,S2PC6,AISLADO_EMERGENCIA,-,-,15,32,isolated,E1 - Real 2017
77,S2PC7,AISLADO_EMERGENCIA,-,-,13,32,isolated,E1 - Real 2017
77,S2PC8,AISLADO_EMERGENCIA,-,-,12,32,isolated,E1 - Real 2017
77,S2PC9,AISLADO_EMERGENCIA,-,-,9,32,isolated,E1 - Real 2017
77,S2PC30,AISLADO_EMERGENCIA,-,-,11,32,isolated,E1 - Real 2017
77,S2PC11,AISLADO_EMERGENCIA,-,-,12,32,isolated,E1 - Real 2017
77,S2PC12,AISLADO_EMERGENCIA,-,-,13,32,isolated,E1 - Real 2017
77,S2PC33,AISLADO_EMERGENCIA,-,-,9,32,isolated,E1 - Real 2017
77,S2PC14,AISLADO_EMERGENCIA,-,-,13,32,isolated,E1 - Real 2017
77,S2PC35,AISLADO_EMERGENCIA,-,-,12,32,isolated,E1 - Real 2017
77,S2PC36,AISLADO_EMERGENCIA,-,-,11,32,isolated,E1 - Real 2017
28,S1PC1,Infeccion_Exitosa,sw1,0.35,8,5,spread,E1 - Real 2017
28,S1PC3,Infeccion_Exitosa,S1PC2,0.35,8,13,spread,E1 - Real 2017
28,S1PC3,Infeccion_Exitosa,S1PC2,0.35,6,8,spread,E1 - Real 2017
29,S1PC2,Infeccion_Exitosa,S1PC1,0.35,10,6,spread,E1 - Real 2017
30,S1PC3,Infeccion_Exitosa,S1PC2,0.35,13,7,spread,E1 - Real 2017
31,S1PC4,Infeccion_Exitosa,S1PC3,0.35,7,14,spread,E1 - Real 2017
31,S1PC4,Infeccion_Exitosa,S1PC3,0.35,12,8,spread,E1 - Real 2017
31,S2PC2,Infeccion_Exitosa,S2PC1,0.35,7,5,spread,E1 - Real 2017
31,S2PC2,Infeccion_Exitosa,S2PC1,0.35,13,9,spread,E1 - Real 2017
90,S1PC13,Infeccion_Exitosa,S1PC12,0.35,10,27,spread,E1 - Real 2017
90,S1PC14,Infeccion_Exitosa,S1PC13,0.35,8,28,spread,E1 - Real 2017
32,S1PC1,Aislamiento_Contencion,Global,0.0,8,9,isolated,E1 - Real 2017
32,S1PC2,Aislamiento_Contencion,Global,0.0,10,9,isolated,E1 - Real 2017
32,S1PC3,Aislamiento_Contencion,Global,0.0,13,9,isolated,E1 - Real 2017
32,S2PC8,Infeccion_Exitosa,S2PC7,0.35,5,15,spread,E1 - Real 2017
32,S1PC4,Aislamiento_Contencion,Global,0.0,12,9,isolated,E1 - Real 2017
32,sw1,Aislamiento_Contencion,Global,0.0,56,9,isolated,E1 - Real 2017
32,fw1,Aislamiento_Contencion,Global,0.0,58,9,isolated,E1 - Real 2017
32,S2PC1,Aislamiento_Contencion,Global,0.0,7,9,isolated,E1 - Real 2017
32,S2PC2,Aislamiento_Contencion,Global,0.0,13,9,isolated,E1 - Real 2017
34,S1PC1,Infeccion_Exitosa,sw1,0.35,7,6,spread,E1 - Real 2017
34,S2PC3,Infeccion_Exitosa,S2PC2,0.35,9,7,spread,E1 - Real 2017
35,S2PC4,Infeccion_Exitosa,S2PC3,0.35,11,8,spread,E1 - Real 2017
36,S2PC3,Infeccion_Exitosa,S2PC2,0.35,12,9,spread,E1 - Real 2017
36,sw1,AISLADO,-,-,57,8,isolated,E1 - Real 2017
37,S2PC5,Infeccion_Exitosa,S2PC4,0.35,14,9,spread,E1 - Real 2017
95,S1PC15,Infeccion_Exitosa,S1PC14,0.35,7,29,spread,E1 - Real 2017
95,S2PC12,Infeccion_Exitosa,S2PC11,0.35,7,30,spread,E1 - Real 2017
39,S1PC4,Infeccion_Exitosa,S1PC3,0.35,15,10,spread,E1 - Real 2017
41,S2PC4,Infeccion_Exitosa,S2PC3,0.35,14,11,spread,E1 - Real 2017
42,S2PC6,Infeccion_Exitosa,S2PC5,0.35,8,10,spread,E1 - Real 2017
100,S1PC16,Infeccion_Exitosa,S1PC15,0.35,9,31,spread,E1 - Real 2017
43,S1PC2,Infeccion_Exitosa,S1PC1,0.35,13,11,spread,E1 - Real 2017
43,S1PC5,Infeccion_Exitosa,S1PC4,0.35,8,16,spread,E1 - Real 2017
102,S1PC17,Infeccion_Exitosa,S1PC16,0.35,15,32,spread,E1 - Real 2017
102,S1PC18,Infeccion_Exitosa,S1PC17,0.35,9,33,spread,E1 - Real 2017
45,S2PC5,Infeccion_Exitosa,S2PC4,0.35,11,12,spread,E1 - Real 2017
103,-,ALERTA_CRITICA,-,-,-,33,-,E1 - Real 2017
103,S1PC1,AISLADO_EMERGENCIA,-,-,11,33,isolated,E1 - Real 2017
103,S1PC2,AISLADO_EMERGENCIA,-,-,6,33,isolated,E1 - Real 2017
103,S1PC3,AISLADO_EMERGENCIA,-,-,8,33,isolated,E1 - Real 2017
103,S1PC4,AISLADO_EMERGENCIA,-,-,13,33,isolated,E1 - Real 2017
103,S1PC5,AISLADO_EMERGENCIA,-,-,11,33,isolated,E1 - Real 2017
103,S1PC6,AISLADO_EMERGENCIA,-,-,12,33,isolated,E1 - Real 2017
103,S1PC7,AISLADO_EMERGENCIA,-,-,14,33,isolated,E1 - Real 2017
103,S1PC8,AISLADO_EMERGENCIA,-,-,15,33,isolated,E1 - Real 2017
103,S1PC9,AISLADO_EMERGENCIA,-,-,8,33,isolated,E1 - Real 2017
103,S1PC10,AISLADO_EMERGENCIA,-,-,11,33,isolated,E1 - Real 2017
103,S1PC11,AISLADO_EMERGENCIA,-,-,15,33,isolated,E1 - Real 2017
103,S1PC12,AISLADO_EMERGENCIA,-,-,7,33,isolated,E1 - Real 2017
103,S1PC13,AISLADO_EMERGENCIA,-,-,10,33,isolated,E1 - Real 2017
103,S1PC14,AISLADO_EMERGENCIA,-,-,8,33,isolated,E1 - Real 2017
103,S1PC15,AISLADO_EMERGENCIA,-,-,7,33,isolated,E1 - Real 2017
103,S1PC16,AISLADO_EMERGENCIA,-,-,9,33,isolated,E1 - Real 2017
103,S1PC17,AISLADO_EMERGENCIA,-,-,15,33,isolated,E1 - Real 2017
103,sw1,AISLADO_EMERGENCIA,-,-,55,33,isolated,E1 - Real 2017
103,fw1,AISLADO_EMERGENCIA,-,-,25,33,isolated,E1 - Real 2017
103,S1PC18,AISLADO_EMERGENCIA,-,-,9,33,isolated,E1 - Real 2017
103,S1PC19,AISLADO_EMERGENCIA,-,-,15,33,isolated,E1 - Real 2017
103,S1PC20,AISLADO_EMERGENCIA,-,-,6,33,isolated,E1 - Real 2017
103,S2PC1,AISLADO_EMERGENCIA,-,-,14,33,isolated,E1 - Real 2017
103,S2PC2,AISLADO_EMERGENCIA,-,-,7,33,isolated,E1 - Real 2017
103,S2PC3,AISLADO_EMERGENCIA,-,-,11,33,isolated,E1 - Real 2017
103,S2PC4,AISLADO_EMERGENCIA,-,-,10,33,isolated,E1 - Real 2017
103,S2PC5,AISLADO_EMERGENCIA,-,-,8,33,isolated,E1 - Real 2017
103,S2PC6,AISLADO_EMERGENCIA,-,-,5,33,isolated,E1 - Real 2017
103,S2PC7,AISLADO_EMERGENCIA,-,-,7,33,isolated,E1 - Real 2017
